barn_id,alder,gave_ønske
barn_26237,1,Sykkel
barn_26238,14,Tegnesaker
barn_26239,3,rulleskøyter
barn_26240,13,Bok
barn_26241,6,ski
barn_26242,9,Lekefigur
barn_26243,2,Kosedyr
barn_26244,11,Lekefigur
barn_26245,4,Bil
barn_26246,7,Lego
barn_26247,13,Kosedyr
barn_26248,9,Sykkel
barn_26249,1,Spill
barn_26250,7,Bok
barn_26251,2,skøyter
barn_26252,9,Kosedyr
barn_26253,17,Sykkel
barn_26254,9,rulleskøyter
barn_26255,5,Lego
barn_26256,6,Kosedyr
barn_26257,17,Bok
barn_26258,5,Bok
barn_26259,8,Lego
barn_26260,7,Sykkel
barn_26261,11,kostyme
barn_26262,14,Bok
barn_26263,6,Bok
barn_26264,9,Bil
barn_26265,8,kostyme
barn_26266,6,Spill
barn_26267,6,Kosedyr
barn_26268,8,Tegnesaker
barn_26269,5,Spill
barn_26270,12,Spill
barn_26271,2,Kosedyr
barn_26272,3,Spill
barn_26273,6,Lego
barn_26274,4,Sykkel
barn_26275,7,Tegnesaker
barn_26276,7,Bok
barn_26277,10,Lego
barn_26278,16,Spill
barn_26279,11,Bok
barn_26280,5,Kosedyr
barn_26281,16,Spill
barn_26282,7,Kosedyr
barn_26283,7,Tegnesaker
barn_26284,7,Sykkel
barn_26285,6,Lego
barn_26286,15,Spill
barn_26287,6,Kosedyr
barn_26288,8,Bok
barn_26289,5,kjelke
barn_26290,12,Kosedyr
barn_26291,11,Kosedyr
barn_26292,6,Spill
barn_26293,9,Spill
barn_26294,10,Tegnesaker
barn_26295,8,ski
barn_26296,9,Bok
barn_26297,8,Lego
barn_26298,3,Lego
barn_26299,9,kostyme
barn_26300,7,Tegnesaker
barn_26301,7,Kosedyr
barn_26302,14,Lego
barn_26303,1,Bok
barn_26304,5,Tegnesaker
barn_26305,4,kostyme
barn_26306,1,Sykkel
barn_26307,6,Spill
barn_26308,17,ski
barn_26309,6,Lego
barn_26310,9,Lego
barn_26311,4,Sykkel
barn_26312,9,Lekefigur
barn_26313,17,Lego
barn_26314,6,Kosedyr
barn_26315,13,Bok
barn_26316,17,Sykkel
barn_26317,8,Spill
barn_26318,6,Bok
barn_26319,9,ski
barn_26320,13,kikkert
barn_26321,5,Kosedyr
barn_26322,7,Kosedyr
barn_26323,6,Bok
barn_26324,6,Bil
barn_26325,14,Tegnesaker
barn_26326,7,Bok
barn_26327,6,Spill
barn_26328,9,Bok
barn_26329,5,Kosedyr
barn_26330,5,kikkert
barn_26331,8,Spill
barn_26332,7,Lekefigur
barn_26333,6,Lekefigur
barn_26334,2,kostyme
barn_26335,8,Lego
barn_26336,13,Spill
barn_26337,13,ski
barn_26338,5,Kosedyr
barn_26339,9,kikkert
barn_26340,14,Bok
barn_26341,7,Kosedyr
barn_26342,16,Lekefigur
barn_26343,15,Bil
barn_26344,5,Bok
barn_26345,5,Spill
barn_26346,5,skøyter
barn_26347,5,Spill
barn_26348,15,Kosedyr
barn_26349,16,Spill
barn_26350,2,kostyme
barn_26351,9,kikkert
barn_26352,8,Bok
barn_26353,7,Kosedyr
barn_26354,9,Lego
barn_26355,16,Lekefigur
barn_26356,5,Tegnesaker
barn_26357,4,Kosedyr
barn_26358,1,Kosedyr
barn_26359,6,Spill
barn_26360,6,Lego
barn_26361,7,Bok
barn_26362,8,rulleskøyter
barn_26363,11,Bok
barn_26364,7,kostyme
barn_26365,6,Bok
barn_26366,13,ski
barn_26367,13,Kosedyr
barn_26368,5,Lego
barn_26369,6,Lego
barn_26370,13,Sykkel
barn_26371,3,Bok
barn_26372,6,kostyme
barn_26373,7,Lekefigur
barn_26374,5,Bok
barn_26375,5,Kosedyr
barn_26376,7,Bok
barn_26377,11,Bok
barn_26378,13,Kosedyr
barn_26379,17,Bok
barn_26380,2,skøyter
barn_26381,5,Lekefigur
barn_26382,11,Lekefigur
barn_26383,8,Lego
barn_26384,6,Spill
barn_26385,5,Lego
barn_26386,6,Sykkel
barn_26387,7,Kosedyr
barn_26388,5,Kosedyr
barn_26389,17,Lekefigur
barn_26390,3,Lego
barn_26391,17,Kosedyr
barn_26392,13,Lego
barn_26393,7,kostyme
barn_26394,10,skøyter
barn_26395,9,Tegnesaker
barn_26396,5,Tegnesaker
barn_26397,6,rulleskøyter
barn_26398,8,Bok
barn_26399,9,Kosedyr
barn_26400,8,Bok
barn_26401,7,Bok
barn_26402,7,Lego
barn_26403,8,Lego
barn_26404,7,Bok
barn_26405,8,Bok
barn_26406,14,Bil
barn_26407,9,Spill
barn_26408,10,kikkert
barn_26409,9,Lekefigur
barn_26410,9,kostyme
barn_26411,8,Bil
barn_26412,1,Tegnesaker
barn_26413,17,Spill
barn_26414,1,Lekefigur
barn_26415,7,Bil
barn_26416,3,Lego
barn_26417,3,kostyme
barn_26418,12,Lego
barn_26419,7,Lego
barn_26420,12,Lego
barn_26421,6,Sykkel
barn_26422,5,kikkert
barn_26423,5,Tegnesaker
barn_26424,9,Bok
barn_26425,13,kjelke
barn_26426,7,Kosedyr
barn_26427,7,Bok
barn_26428,17,kjelke
barn_26429,4,Lekefigur
barn_26430,8,Lekefigur
barn_26431,7,Spill
barn_26432,3,Spill
barn_26433,6,Kosedyr
barn_26434,1,Sykkel
barn_26435,14,Lego
barn_26436,9,Kosedyr
barn_26437,13,Bok
barn_26438,8,Bil
barn_26439,9,Kosedyr
barn_26440,9,kjelke
barn_26441,15,Kosedyr
barn_26442,3,Sykkel
barn_26443,6,Kosedyr
barn_26444,10,Tegnesaker
barn_26445,16,Lego
barn_26446,17,Lekefigur
barn_26447,9,Spill
barn_26448,5,Tegnesaker
barn_26449,4,Kosedyr
barn_26450,16,Bok
barn_26451,7,Bok
barn_26452,5,kostyme
barn_26453,16,Kosedyr
barn_26454,3,Lego
barn_26455,10,Spill
barn_26456,9,kostyme
barn_26457,3,Kosedyr
barn_26458,6,Bok
barn_26459,5,Bok
barn_26460,9,Bok
barn_26461,7,Lego
barn_26462,1,kikkert
barn_26463,17,Lego
barn_26464,6,Kosedyr
barn_26465,5,skøyter
barn_26466,5,skøyter
barn_26467,5,Kosedyr
barn_26468,17,Lego
barn_26469,6,Bil
barn_26470,7,Lego
barn_26471,14,Lekefigur
barn_26472,9,rulleskøyter
barn_26473,6,Kosedyr
barn_26474,15,Spill
barn_26475,11,Bil
barn_26476,5,Sykkel
barn_26477,9,Lekefigur
barn_26478,15,Lego
barn_26479,8,kostyme
barn_26480,10,Sykkel
barn_26481,17,Bok
barn_26482,9,Spill
barn_26483,3,Bok
barn_26484,5,Bok
barn_26485,9,kikkert
barn_26486,6,Lego
barn_26487,16,Lego
barn_26488,7,Kosedyr
barn_26489,7,Lego
barn_26490,9,Tegnesaker
barn_26491,8,Bok
barn_26492,7,Kosedyr
barn_26493,3,Tegnesaker
barn_26494,9,Bok
barn_26495,14,Kosedyr
barn_26496,9,Lekefigur
barn_26497,7,Bok
barn_26498,4,Bok
barn_26499,13,Kosedyr
barn_26500,16,Lego
barn_26501,7,Bok
barn_26502,10,Bok
barn_26503,7,ski
barn_26504,8,Bok
barn_26505,13,Spill
barn_26506,3,Lekefigur
barn_26507,8,Sykkel
barn_26508,5,Kosedyr
barn_26509,6,Spill
barn_26510,9,Spill
barn_26511,1,Lego
barn_26512,9,Bil
barn_26513,6,Spill
barn_26514,9,Bok
barn_26515,4,rulleskøyter
barn_26516,10,Lego
barn_26517,9,Bil
barn_26518,17,Spill
barn_26519,15,Bok
barn_26520,6,Kosedyr
barn_26521,1,Bok
barn_26522,9,Lego
barn_26523,9,rulleskøyter
barn_26524,1,Spill
barn_26525,4,Lego
barn_26526,8,Kosedyr
barn_26527,15,ski
barn_26528,15,Bok
barn_26529,5,Bil
barn_26530,7,Bok
barn_26531,2,Lekefigur
barn_26532,7,Kosedyr
barn_26533,11,Kosedyr
barn_26534,12,Spill
barn_26535,8,Kosedyr
barn_26536,3,Spill
barn_26537,7,rulleskøyter
barn_26538,16,Tegnesaker
barn_26539,5,kikkert
barn_26540,6,Lego
barn_26541,11,Kosedyr
barn_26542,10,Lego
barn_26543,15,Tegnesaker
barn_26544,7,Sykkel
barn_26545,8,kostyme
barn_26546,7,Bok
barn_26547,16,Lego
barn_26548,11,Sykkel
barn_26549,13,Bil
barn_26550,4,Lego
barn_26551,12,Spill
barn_26552,7,Kosedyr
barn_26553,1,Lego
barn_26554,2,Kosedyr
barn_26555,9,Bil
barn_26556,7,Lego
barn_26557,14,Bil
barn_26558,10,Kosedyr
barn_26559,1,kostyme
barn_26560,9,Spill
barn_26561,5,Bil
barn_26562,7,Spill
barn_26563,9,Spill
barn_26564,14,Bil
barn_26565,7,Sykkel
barn_26566,12,Kosedyr
barn_26567,12,Spill
barn_26568,7,Bok
barn_26569,8,Sykkel
barn_26570,9,Kosedyr
barn_26571,1,Spill
barn_26572,15,Lekefigur
barn_26573,11,Tegnesaker
barn_26574,5,Tegnesaker
barn_26575,17,Spill
barn_26576,5,Kosedyr
barn_26577,15,Kosedyr
barn_26578,6,Bil
barn_26579,11,Spill
barn_26580,7,Spill
barn_26581,10,Spill
barn_26582,5,kostyme
barn_26583,6,Bil
barn_26584,3,Spill
barn_26585,14,Kosedyr
barn_26586,6,Lekefigur
barn_26587,9,Lekefigur
barn_26588,13,Lego
barn_26589,15,Lego
barn_26590,3,Spill
barn_26591,15,Lego
barn_26592,5,ski
barn_26593,10,Lekefigur
barn_26594,10,kostyme
barn_26595,1,Sykkel
barn_26596,5,Spill
barn_26597,8,Kosedyr
barn_26598,7,Spill
barn_26599,15,Tegnesaker
barn_26600,6,Bok
barn_26601,16,Bok
barn_26602,7,Lego
barn_26603,17,kostyme
barn_26604,10,Spill
barn_26605,13,Spill
barn_26606,3,Tegnesaker
barn_26607,8,Bil
barn_26608,4,Spill
barn_26609,6,Kosedyr
barn_26610,9,Lekefigur
barn_26611,10,Lego
barn_26612,2,Bil
barn_26613,8,Spill
barn_26614,8,Sykkel
barn_26615,3,Tegnesaker
barn_26616,8,Sykkel
barn_26617,10,Bok
barn_26618,2,Bok
barn_26619,11,Lego
barn_26620,8,Bok
barn_26621,13,kikkert
barn_26622,5,Spill
barn_26623,13,Bil
barn_26624,3,kjelke
barn_26625,7,rulleskøyter
barn_26626,5,kostyme
barn_26627,14,Lego
barn_26628,10,Spill
barn_26629,1,Sykkel
barn_26630,1,Tegnesaker
barn_26631,6,Kosedyr
barn_26632,4,kostyme
barn_26633,9,Spill
barn_26634,9,Lekefigur
barn_26635,16,Tegnesaker
barn_26636,16,Kosedyr
barn_26637,9,Lekefigur
barn_26638,1,Bil
barn_26639,6,Kosedyr
barn_26640,8,Spill
barn_26641,8,Sykkel
barn_26642,9,Spill
barn_26643,16,kjelke
barn_26644,14,kostyme
barn_26645,3,Bok
barn_26646,6,Spill
barn_26647,13,Tegnesaker
barn_26648,13,Bil
barn_26649,6,Spill
barn_26650,10,Kosedyr
barn_26651,9,Lekefigur
barn_26652,7,Sykkel
barn_26653,5,Spill
barn_26654,14,Sykkel
barn_26655,9,Sykkel
barn_26656,5,Spill
barn_26657,10,Lego
barn_26658,11,kostyme
barn_26659,14,Spill
barn_26660,5,Bok
barn_26661,17,kostyme
barn_26662,5,Kosedyr
barn_26663,9,Sykkel
barn_26664,9,Spill
barn_26665,7,Bok
barn_26666,7,Kosedyr
barn_26667,15,kikkert
barn_26668,9,Lego
barn_26669,8,Sykkel
barn_26670,4,Lego
barn_26671,1,ski
barn_26672,4,Bok
barn_26673,16,Lego
barn_26674,11,Spill
barn_26675,17,Tegnesaker
barn_26676,1,kostyme
barn_26677,9,kikkert
barn_26678,2,Lego
barn_26679,12,Tegnesaker
barn_26680,7,Lego
barn_26681,3,kostyme
barn_26682,8,Lego
barn_26683,6,Sykkel
barn_26684,9,kjelke
barn_26685,9,Bok
barn_26686,10,Lekefigur
barn_26687,17,Sykkel
barn_26688,7,Lekefigur
barn_26689,7,Tegnesaker
barn_26690,12,Bok
barn_26691,8,Bok
barn_26692,2,Sykkel
barn_26693,13,Kosedyr
barn_26694,2,Lego
barn_26695,5,Spill
barn_26696,3,Lekefigur
barn_26697,3,Lekefigur
barn_26698,1,kostyme
barn_26699,2,Sykkel
barn_26700,7,Lekefigur
barn_26701,5,Sykkel
barn_26702,4,Tegnesaker
barn_26703,9,Kosedyr
barn_26704,5,Bok
barn_26705,1,Sykkel
barn_26706,7,Bok
barn_26707,6,Bil
barn_26708,6,Tegnesaker
barn_26709,7,Sykkel
barn_26710,9,Kosedyr
barn_26711,9,Bil
barn_26712,16,Lego
barn_26713,8,Lego
barn_26714,7,Lekefigur
barn_26715,5,Lego
barn_26716,11,Lego
barn_26717,4,Kosedyr
barn_26718,8,Lego
barn_26719,7,Lego
barn_26720,9,Kosedyr
barn_26721,15,Spill
barn_26722,16,Bil
barn_26723,5,ski
barn_26724,6,Spill
barn_26725,12,Kosedyr
barn_26726,8,Bok
barn_26727,7,Lego
barn_26728,10,Kosedyr
barn_26729,9,Bok
barn_26730,17,Bok
barn_26731,8,Bok
barn_26732,7,Kosedyr
barn_26733,8,Spill
barn_26734,12,Spill
barn_26735,9,Lekefigur
barn_26736,9,Spill
barn_26737,17,Bok
barn_26738,9,Lego
barn_26739,7,Kosedyr
barn_26740,9,Sykkel
barn_26741,9,skøyter
barn_26742,1,Lego
barn_26743,7,Spill
barn_26744,11,skøyter
barn_26745,8,Lego
barn_26746,12,Spill
barn_26747,7,Spill
barn_26748,17,Kosedyr
barn_26749,6,Kosedyr
barn_26750,3,Lego
barn_26751,7,Tegnesaker
barn_26752,8,Tegnesaker
barn_26753,6,kjelke
barn_26754,5,Bok
barn_26755,9,Tegnesaker
barn_26756,7,Spill
barn_26757,9,Kosedyr
barn_26758,12,Kosedyr
barn_26759,11,Bok
barn_26760,7,Tegnesaker
barn_26761,8,Kosedyr
barn_26762,7,Tegnesaker
barn_26763,14,Tegnesaker
barn_26764,14,Bok
barn_26765,6,Lego
barn_26766,3,Kosedyr
barn_26767,5,Bil
barn_26768,6,Bok
barn_26769,8,Spill
barn_26770,9,Lego
barn_26771,6,Spill
barn_26772,9,Lekefigur
barn_26773,16,Kosedyr
barn_26774,9,Tegnesaker
barn_26775,5,Spill
barn_26776,8,kostyme
barn_26777,8,Spill
barn_26778,14,Spill
barn_26779,6,Lego
barn_26780,7,Lekefigur
barn_26781,9,Kosedyr
barn_26782,8,Bok
barn_26783,10,Bok
barn_26784,2,Spill
barn_26785,8,ski
barn_26786,4,Lego
barn_26787,6,kjelke
barn_26788,9,Bok
barn_26789,5,Bil
barn_26790,6,Kosedyr
barn_26791,9,Spill
barn_26792,9,Spill
barn_26793,3,Bok
barn_26794,8,rulleskøyter
barn_26795,4,Spill
barn_26796,5,Tegnesaker
barn_26797,7,Lego
barn_26798,3,Bil
barn_26799,17,Bok
barn_26800,5,Lego
barn_26801,12,Bok
barn_26802,13,Kosedyr
barn_26803,17,Lego
barn_26804,7,Spill
barn_26805,14,Lego
barn_26806,16,Bok
barn_26807,5,ski
barn_26808,7,ski
barn_26809,2,Spill
barn_26810,9,Bok
barn_26811,8,skøyter
barn_26812,5,Bok
barn_26813,12,skøyter
barn_26814,2,Kosedyr
barn_26815,12,Sykkel
barn_26816,1,Spill
barn_26817,9,Lekefigur
barn_26818,3,Kosedyr
barn_26819,5,Bok
barn_26820,10,Bil
barn_26821,6,Lego
barn_26822,8,Lego
barn_26823,15,Tegnesaker
barn_26824,2,Lego
barn_26825,12,Lego
barn_26826,2,Spill
barn_26827,4,Spill
barn_26828,4,Bok
barn_26829,17,Bok
barn_26830,5,Bil
barn_26831,15,Tegnesaker
barn_26832,17,Lego
barn_26833,7,Spill
barn_26834,9,Spill
barn_26835,12,Bok
barn_26836,7,Bok
barn_26837,5,Tegnesaker
barn_26838,7,Bil
barn_26839,11,Spill
barn_26840,12,Lego
barn_26841,5,Spill
barn_26842,5,Spill
barn_26843,15,Kosedyr
barn_26844,2,Spill
barn_26845,10,Spill
barn_26846,2,Kosedyr
barn_26847,13,Kosedyr
barn_26848,15,kjelke
barn_26849,6,kostyme
barn_26850,2,Bil
barn_26851,7,rulleskøyter
barn_26852,6,Tegnesaker
barn_26853,7,ski
barn_26854,9,kostyme
barn_26855,5,Lego
barn_26856,6,Kosedyr
barn_26857,12,Lego
barn_26858,9,Spill
barn_26859,6,Kosedyr
barn_26860,9,Tegnesaker
barn_26861,11,Spill
barn_26862,8,Bil
barn_26863,5,kikkert
barn_26864,1,Bok
barn_26865,12,Kosedyr
barn_26866,13,Lekefigur
barn_26867,9,Lego
barn_26868,3,Bok
barn_26869,8,Spill
barn_26870,13,Kosedyr
barn_26871,7,Lekefigur
barn_26872,5,Tegnesaker
barn_26873,8,Spill
barn_26874,13,Lego
barn_26875,2,Spill
barn_26876,9,Lego
barn_26877,9,Lego
barn_26878,9,Tegnesaker
barn_26879,9,Kosedyr
barn_26880,9,kostyme
barn_26881,4,Sykkel
barn_26882,5,kikkert
barn_26883,9,kostyme
barn_26884,1,Bok
barn_26885,9,kostyme
barn_26886,9,Kosedyr
barn_26887,5,Kosedyr
barn_26888,9,Sykkel
barn_26889,8,ski
barn_26890,6,Lego
barn_26891,7,Spill
barn_26892,15,Sykkel
barn_26893,7,kikkert
barn_26894,9,Bok
barn_26895,1,Bil
barn_26896,3,ski
barn_26897,3,Spill
barn_26898,12,kostyme
barn_26899,6,Bil
barn_26900,5,Tegnesaker
barn_26901,11,Spill
barn_26902,5,kostyme
barn_26903,5,Spill
barn_26904,7,Sykkel
barn_26905,6,Lego
barn_26906,8,Bok
barn_26907,6,Tegnesaker
barn_26908,7,Lego
barn_26909,14,Bok
barn_26910,14,Bil
barn_26911,13,Kosedyr
barn_26912,14,Bok
barn_26913,8,kostyme
barn_26914,9,kostyme
barn_26915,8,Spill
barn_26916,12,Spill
barn_26917,8,Kosedyr
barn_26918,3,Bok
barn_26919,12,Bok
barn_26920,11,Bok
barn_26921,13,Spill
barn_26922,5,kikkert
barn_26923,6,Tegnesaker
barn_26924,6,Lego
barn_26925,8,Tegnesaker
barn_26926,4,Spill
barn_26927,7,Lego
barn_26928,5,Lekefigur
barn_26929,6,Sykkel
barn_26930,10,Bok
barn_26931,14,skøyter
barn_26932,1,Sykkel
barn_26933,8,Bok
barn_26934,1,Kosedyr
barn_26935,3,Lego
barn_26936,10,ski
barn_26937,10,Bok
barn_26938,12,Lego
barn_26939,7,Tegnesaker
barn_26940,14,Lego
barn_26941,5,Spill
barn_26942,5,Sykkel
barn_26943,4,Spill
barn_26944,12,Bok
barn_26945,5,Spill
barn_26946,5,Sykkel
barn_26947,9,Bil
barn_26948,3,Sykkel
barn_26949,2,Lekefigur
barn_26950,3,Kosedyr
barn_26951,1,Sykkel
barn_26952,9,Kosedyr
barn_26953,8,Lekefigur
barn_26954,5,Spill
barn_26955,5,Tegnesaker
barn_26956,12,skøyter
barn_26957,8,Spill
barn_26958,9,ski
barn_26959,7,Spill
barn_26960,5,Spill
barn_26961,17,kostyme
barn_26962,8,Lego
barn_26963,4,Bil
barn_26964,7,Bok
barn_26965,6,Lego
barn_26966,5,Sykkel
barn_26967,16,Bok
barn_26968,14,Lego
barn_26969,5,kikkert
barn_26970,6,kostyme
barn_26971,11,Tegnesaker
barn_26972,5,Spill
barn_26973,8,kostyme
barn_26974,9,rulleskøyter
barn_26975,9,Bok
barn_26976,10,Sykkel
barn_26977,10,Spill
barn_26978,17,Lego
barn_26979,6,Spill
barn_26980,14,Bok
barn_26981,1,Kosedyr
barn_26982,6,Kosedyr
barn_26983,2,Kosedyr
barn_26984,9,Bok
barn_26985,3,Lego
barn_26986,13,Lego
barn_26987,9,skøyter
barn_26988,1,Kosedyr
barn_26989,10,Lekefigur
barn_26990,14,Spill
barn_26991,9,Spill
barn_26992,1,Spill
barn_26993,14,ski
barn_26994,10,Tegnesaker
barn_26995,7,Bok
barn_26996,6,Kosedyr
barn_26997,7,Tegnesaker
barn_26998,14,Spill
barn_26999,5,skøyter
barn_27000,3,Lekefigur
barn_27001,14,Sykkel
barn_27002,1,Lego
barn_27003,15,Kosedyr
barn_27004,6,skøyter
barn_27005,8,Lego
barn_27006,4,Bok
barn_27007,15,kostyme
barn_27008,11,Kosedyr
barn_27009,15,Bil
barn_27010,9,rulleskøyter
barn_27011,5,Kosedyr
barn_27012,6,Kosedyr
barn_27013,8,Bok
barn_27014,9,Spill
barn_27015,16,Bok
barn_27016,7,Bok
barn_27017,9,Spill
barn_27018,16,Spill
barn_27019,5,kostyme
barn_27020,14,rulleskøyter
barn_27021,7,Kosedyr
barn_27022,10,Sykkel
barn_27023,6,Spill
barn_27024,6,Lego
barn_27025,1,Sykkel
barn_27026,17,Lego
barn_27027,12,Kosedyr
barn_27028,3,Spill
barn_27029,17,Spill
barn_27030,9,Bok
barn_27031,14,Kosedyr
barn_27032,2,Lego
barn_27033,7,Spill
barn_27034,9,Spill
barn_27035,3,Spill
barn_27036,8,Sykkel
barn_27037,7,Kosedyr
barn_27038,5,skøyter
barn_27039,6,Bok
barn_27040,17,Spill
barn_27041,6,Kosedyr
barn_27042,5,Bil
barn_27043,8,Bil
barn_27044,9,skøyter
barn_27045,10,Kosedyr
barn_27046,11,Spill
barn_27047,1,Sykkel
barn_27048,7,Bil
barn_27049,11,Kosedyr
barn_27050,15,Sykkel
barn_27051,9,Lekefigur
barn_27052,2,Spill
barn_27053,7,Spill
barn_27054,3,Spill
barn_27055,11,Sykkel
barn_27056,2,Kosedyr
barn_27057,5,Bok
barn_27058,7,Bok
barn_27059,7,Bil
barn_27060,7,Spill
barn_27061,7,Lekefigur
barn_27062,10,Sykkel
barn_27063,6,Lekefigur
barn_27064,8,Lekefigur
barn_27065,6,Bil
barn_27066,6,Bok
barn_27067,9,Lego
barn_27068,8,Lego
barn_27069,10,Lego
barn_27070,8,Spill
barn_27071,12,Lego
barn_27072,7,Tegnesaker
barn_27073,8,Bok
barn_27074,9,Spill
barn_27075,5,kostyme
barn_27076,7,Tegnesaker
barn_27077,9,Bok
barn_27078,1,Kosedyr
barn_27079,7,Lego
barn_27080,9,Spill
barn_27081,17,kostyme
barn_27082,14,Lego
barn_27083,6,kostyme
barn_27084,8,Bok
barn_27085,2,Bok
barn_27086,5,Lego
barn_27087,11,Bok
barn_27088,4,Lego
barn_27089,5,Bil
barn_27090,16,Spill
barn_27091,13,Lekefigur
barn_27092,12,kostyme
barn_27093,14,Spill
barn_27094,11,Spill
barn_27095,4,Lekefigur
barn_27096,8,Lego
barn_27097,7,Kosedyr
barn_27098,6,kikkert
barn_27099,13,Spill
barn_27100,7,Kosedyr
barn_27101,2,kostyme
barn_27102,6,Spill
barn_27103,5,skøyter
barn_27104,14,ski
barn_27105,9,Bok
barn_27106,8,Kosedyr
barn_27107,8,Bok
barn_27108,9,Spill
barn_27109,11,Spill
barn_27110,8,Lego
barn_27111,16,Spill
barn_27112,17,Spill
barn_27113,17,Bil
barn_27114,9,skøyter
barn_27115,16,Lego
barn_27116,7,Lego
barn_27117,14,Bok
barn_27118,15,skøyter
barn_27119,15,Spill
barn_27120,13,kikkert
barn_27121,7,Bil
barn_27122,5,Spill
barn_27123,6,Lego
barn_27124,11,Bok
barn_27125,5,Kosedyr
barn_27126,7,Spill
barn_27127,8,Lego
barn_27128,9,Sykkel
barn_27129,16,Spill
barn_27130,9,Bok
barn_27131,12,Lego
barn_27132,8,Kosedyr
barn_27133,13,Spill
barn_27134,6,Spill
barn_27135,5,Spill
barn_27136,16,Bil
barn_27137,9,Tegnesaker
barn_27138,9,Lego
barn_27139,7,Spill
barn_27140,7,Spill
barn_27141,8,Spill
barn_27142,4,Bok
barn_27143,7,Spill
barn_27144,7,Kosedyr
barn_27145,8,Spill
barn_27146,9,Bil
barn_27147,16,Lego
barn_27148,9,ski
barn_27149,14,Lego
barn_27150,8,Lego
barn_27151,9,Sykkel
barn_27152,2,Spill
barn_27153,4,Bok
barn_27154,8,Bok
barn_27155,7,Bok
barn_27156,12,Sykkel
barn_27157,8,Spill
barn_27158,14,kjelke
barn_27159,17,Lego
barn_27160,4,Tegnesaker
barn_27161,7,kostyme
barn_27162,9,Bok
barn_27163,6,Bil
barn_27164,6,Kosedyr
barn_27165,12,Lego
barn_27166,17,Spill
barn_27167,11,ski
barn_27168,8,Spill
barn_27169,7,skøyter
barn_27170,8,Spill
barn_27171,7,Lekefigur
barn_27172,8,Kosedyr
barn_27173,5,Bok
barn_27174,15,kostyme
barn_27175,11,Spill
barn_27176,9,Bil
barn_27177,16,kostyme
barn_27178,6,kostyme
barn_27179,3,Tegnesaker
barn_27180,13,Lego
barn_27181,17,Spill
barn_27182,8,Lekefigur
barn_27183,2,Bil
barn_27184,12,Lego
barn_27185,2,Bok
barn_27186,8,Spill
barn_27187,6,Lego
barn_27188,15,Bok
barn_27189,7,Kosedyr
barn_27190,15,Tegnesaker
barn_27191,6,Lego
barn_27192,7,Bok
barn_27193,16,Tegnesaker
barn_27194,5,Kosedyr
barn_27195,8,Kosedyr
barn_27196,7,Lego
barn_27197,11,kostyme
barn_27198,4,Kosedyr
barn_27199,7,Lego
barn_27200,9,Bil
barn_27201,7,Spill
barn_27202,2,Lekefigur
barn_27203,10,Kosedyr
barn_27204,8,Tegnesaker
barn_27205,1,Spill
barn_27206,9,Spill
barn_27207,15,Tegnesaker
barn_27208,3,Lego
barn_27209,8,Spill
barn_27210,10,Lekefigur
barn_27211,2,Spill
barn_27212,1,Kosedyr
barn_27213,7,Lego
barn_27214,12,Sykkel
barn_27215,5,Bok
barn_27216,13,Lego
barn_27217,9,Bok
barn_27218,6,Bok
barn_27219,8,Lego
barn_27220,17,Bok
barn_27221,5,Kosedyr
barn_27222,8,Lego
barn_27223,9,Lego
barn_27224,4,Spill
barn_27225,2,Sykkel
barn_27226,1,kostyme
barn_27227,6,Spill
barn_27228,2,Bok
barn_27229,12,Sykkel
barn_27230,17,Sykkel
barn_27231,2,Tegnesaker
barn_27232,7,Spill
barn_27233,1,Lego
barn_27234,4,Kosedyr
barn_27235,6,Bil
barn_27236,7,Lego
barn_27237,16,Lego
barn_27238,7,Tegnesaker
barn_27239,8,kostyme
barn_27240,5,Sykkel
barn_27241,1,Kosedyr
barn_27242,15,skøyter
barn_27243,3,Lekefigur
barn_27244,17,Lekefigur
barn_27245,4,Bok
barn_27246,9,skøyter
barn_27247,17,Spill
barn_27248,4,Bok
barn_27249,7,Bok
barn_27250,12,kostyme
barn_27251,1,Sykkel
barn_27252,9,rulleskøyter
barn_27253,3,Lego
barn_27254,5,Bok
barn_27255,5,Lekefigur
barn_27256,15,Lego
barn_27257,5,Spill
barn_27258,2,Kosedyr
barn_27259,8,Lego
barn_27260,6,Tegnesaker
barn_27261,7,Kosedyr
barn_27262,4,Bok
barn_27263,11,Spill
barn_27264,9,Sykkel
barn_27265,6,Bok
barn_27266,5,Bil
barn_27267,9,rulleskøyter
barn_27268,12,rulleskøyter
barn_27269,6,Kosedyr
barn_27270,1,Bok
barn_27271,5,kostyme
barn_27272,9,Tegnesaker
barn_27273,17,Tegnesaker
barn_27274,1,Lego
barn_27275,6,Kosedyr
barn_27276,2,Lego
barn_27277,6,Spill
barn_27278,7,Sykkel
barn_27279,15,Bok
barn_27280,3,Lekefigur
barn_27281,11,Kosedyr
barn_27282,7,Tegnesaker
barn_27283,12,rulleskøyter
barn_27284,8,Bil
barn_27285,2,Kosedyr
barn_27286,16,Spill
barn_27287,3,Bil
barn_27288,9,skøyter
barn_27289,14,Lego
barn_27290,3,kostyme
barn_27291,8,Kosedyr
barn_27292,13,Sykkel
barn_27293,17,Kosedyr
barn_27294,10,Spill
barn_27295,6,Sykkel
barn_27296,9,Lego
barn_27297,10,kjelke
barn_27298,9,Sykkel
barn_27299,14,Tegnesaker
